left foot,,,,,,,,,,,,,,right foot,,,,,,,,,,,,,,,,,,,
accXg1024Hz,accYg1024Hz,accZg1024Hz,gyroXdegs1024Hz,gyroYdegs1024Hz,gyroZdegs1024Hz,HS_left,TO_left,turnLeft,turnRight,angleX_Left,angleY_Left,angleZ_Left,FF,accXg1024Hz,accYg1024Hz,accZg1024Hz,gyroXdegs1024Hz,gyroYdegs1024Hz,gyroZdegs1024Hz,HS_right,TO_right,turnLeft,turnRight,angleX_Right,angleY_Right,angleZ_Right,FF,dispX_Left,dispY_Left,dispZ_Left,dispX_Right,dispY_Right,dispZ_Right
-0.010272,-0.992624,-0.009764,0.146752,0.965238,3.609586,0,0,0,0,0,0,0,1,0.046266,-1.00558,-0.062417,-4.968128,-0.376986,1.958858,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.010296,-1.004445,-0.013757,0.273831,1.025517,3.853148,0,0,0,0,0,0,0,1,0.042266,-1.005652,-0.070205,-2.877204,-0.622961,0.964269,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.010287,-1.000522,-0.009892,0.516778,0.935453,3.545158,0,0,0,0,0,0,0,1,0.046237,-1.005611,-0.066327,-2.78386,-0.654019,1.054099,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.014284,-1.004433,-0.013756,0.86477,1.27258,3.800845,0,0,0,0,0,0,0,1,0.046237,-1.005611,-0.066327,-2.361049,-0.654261,0.861786,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.014279,-1.004512,-0.002351,0.332978,1.120171,3.434828,0,0,0,0,0,0,0,1,0.046193,-0.997745,-0.070297,-2.305748,-0.440351,0.955169,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.014281,-1.004485,-0.006153,-0.720553,1.367672,2.850736,0,0,0,0,0,0,0,1,0.050238,-1.00554,-0.058539,-3.075097,-0.163139,0.8814,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.018245,-0.992652,-0.002159,-1.061832,1.336745,2.791228,0,0,0,0,0,0,0,1,0.050345,-1.001468,-0.042929,-3.590545,-0.10159,1.106901,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.014283,-1.004459,-0.009954,-1.456282,1.734808,2.934382,0,0,0,0,0,0,0,1,0.046292,-0.989725,-0.054717,-4.649363,-0.070187,1.526729,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.014275,-1.00051,-0.00989,-0.832872,1.702009,3.471717,0,0,0,0,0,0,0,1,0.050214,-0.993695,-0.058629,-5.198732,0.144213,1.846661,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.014264,-0.992559,-0.017366,-0.615879,1.640059,3.618061,0,0,0,0,0,0,0,1,0.042315,-1.001641,-0.062415,-5.376971,0.174068,2.218553,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.014273,-1.000536,-0.006089,-0.612047,1.916901,3.571336,0,0,0,0,0,0,0,1,0.046221,-0.997714,-0.066387,-5.310968,0.111995,2.461921,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.014268,-0.996561,-0.009827,-1.297504,1.918708,3.063089,0,0,0,0,0,0,0,1,0.05023,-1.001591,-0.058569,-5.424366,-0.04158,2.707755,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.01028,-0.996573,-0.009828,-0.598903,2.436452,4.079849,0,0,0,0,0,0,0,1,0.050206,-0.989746,-0.058659,-5.250649,-0.59392,3.035409,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.002291,-0.992727,0.001638,0.876297,2.64344,5.920987,0,0,0,0,0,0,0,1,0.04625,-0.997683,-0.062477,-6.309796,-0.684058,3.147135,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.0103,-1.008446,-0.006218,0.368964,3.190141,6.91743,0,0,0,0,0,0,0,1,0.04225,-0.997755,-0.070265,-5.703626,-0.745684,2.889184,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.010299,-1.008473,-0.002416,0.345558,3.433824,7.291838,0,0,0,0,0,0,0,1,0.046229,-1.001663,-0.066357,-5.91299,-0.837222,2.922907,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.026243,-1.000421,-0.01749,-0.676222,3.525888,7.031874,0,0,0,0,0,0,0,1,0.038367,-1.013527,-0.066203,-5.492134,-0.867438,2.515588,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.030227,-1.000461,-0.009885,-0.816618,3.349199,5.635656,0,0,0,0,0,0,0,1,0.038323,-1.005661,-0.070173,-4.135021,-0.776584,1.968633,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.02626,-1.012347,-0.006276,-0.741779,2.925545,4.497395,0,0,0,0,0,0,0,1,0.042282,-1.013548,-0.070145,-4.391631,-0.408308,1.824522,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.018267,-1.004499,-0.00235,-0.380152,2.559519,4.114579,0,0,0,0,0,0,0,1,0.0422,-1.001765,-0.078055,-3.699114,-0.317034,1.566632,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.022251,-1.000486,-0.009888,-0.227788,2.437048,4.077281,0,0,0,0,0,0,0,1,0.054037,-1.005685,-0.07812,-3.130697,-0.103353,1.40459,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.022253,-1.000459,-0.013689,0.514179,2.252371,4.334629,0,0,0,0,0,0,0,1,0.046177,-0.989849,-0.070357,-3.801621,0.020072,1.51116,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.026252,-1.004343,-0.021355,0.328394,2.407219,4.071917,0,0,0,0,0,0,0,1,0.054078,-0.997726,-0.07036,-3.479276,0.265276,1.200941,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.01028,-0.996573,-0.009828,-0.003834,2.960187,4.010995,0,0,0,0,0,0,0,1,0.046106,-0.997838,-0.082026,-3.055468,0.325621,1.224003,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.014271,-0.996508,-0.01743,1.615015,2.801653,5.319947,0,0,0,0,0,0,0,1,0.034405,-0.989816,-0.062442,-3.18132,0.570027,1.474641,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.026243,-1.000421,-0.01749,2.292686,2.370245,5.716482,0,0,0,0,0,0,0,1,0.042258,-1.001703,-0.070235,-2.704079,0.692676,1.098641,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.034211,-0.996447,-0.017423,2.467193,2.376852,4.59877,0,0,0,0,0,0,0,1,0.042286,-1.001672,-0.066325,-2.166167,0.936844,0.998889,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.030212,-0.992563,-0.009758,2.14614,2.073055,3.891777,0,0,0,0,0,0,0,1,0.050172,-1.001653,-0.066388,-2.19584,0.967149,1.122504,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.030229,-1.000435,-0.013687,2.107588,1.860336,3.458963,0,0,0,0,0,0,0,1,0.046151,-1.005704,-0.078056,-1.042014,0.904322,0.915156,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.030223,-0.99646,-0.017425,1.974797,1.462282,3.168577,0,0,0,0,0,0,0,1,0.038273,-1.009671,-0.077963,-0.379044,0.995469,0.719186,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.0342,-0.992551,-0.009756,2.560816,1.402121,3.101138,0,0,0,0,0,0,0,1,0.034302,-1.009712,-0.081841,1.085154,0.748211,0.564988,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.026243,-1.004475,-0.002347,3.590819,1.522386,3.854476,0,0,0,0,0,0,0,1,0.046159,-1.009652,-0.078026,2.33274,0.654234,0.478133,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.026221,-0.992628,-0.002156,4.367211,1.800809,3.742056,0,0,0,0,0,0,0,1,0.038237,-1.005754,-0.081903,3.123932,0.530858,0.277193,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.034176,-0.98073,-0.005764,4.673276,1.865138,3.320512,0,0,0,0,0,0,0,1,0.034286,-1.001815,-0.081901,4.314717,0.284108,0.128357,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.01826,-1.00055,-0.002286,5.233394,2.081087,3.327257,0,0,0,0,0,0,0,1,0.038351,-1.00563,-0.066263,5.373284,0.313567,-0.168083,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.022234,-0.992614,-0.005959,7.128069,2.048448,4.187732,0,0,0,0,0,0,0,1,0.030322,-1.005804,-0.085749,7.042496,-0.607903,-0.211336,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.022236,-0.992588,-0.00976,8.325231,2.254818,6.06097,0,0,0,0,0,0,0,1,0.042125,-1.02163,-0.093544,9.575295,-1.040732,-0.419262,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.014257,-0.992665,-0.00216,8.737973,2.528383,6.705461,0,0,0,0,0,0,0,1,0.03819,-1.025588,-0.093483,13.250133,-1.19936,-0.922457,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.030201,-0.988667,-0.002091,8.85263,2.471741,5.886887,0,0,0,0,0,0,0,1,0.026357,-1.037493,-0.097207,16.209143,-1.140103,-2.175923,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.038159,-0.980797,0.005642,8.372605,1.953151,5.079846,0,0,0,0,0,0,0,1,0.026401,-1.045359,-0.093237,21.633309,-2.369964,-3.891175,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.026203,-0.980702,-0.01337,10.022451,0.696216,5.006234,0,0,0,0,0,0,0,1,0.03812,-1.033578,-0.105152,29.64921,-4.403828,-4.562228,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.034142,-0.960933,-0.013049,13.081569,-1.108881,4.44293,0,0,0,0,0,0,0,1,0.022372,-1.045461,-0.104935,37.166679,-7.78506,-4.778886,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.038146,-0.968792,-0.016976,16.616515,-2.299979,4.117906,0,0,0,0,0,0,0,1,0.022367,-1.057337,-0.108755,46.138346,-12.421283,-5.989226,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.026207,-0.984704,-0.00583,19.205555,-2.786855,3.985196,0,0,0,0,0,0,0,1,0.010486,-1.116776,-0.131669,58.259109,-19.506621,-9.221618,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.018236,-0.992784,0.016849,20.77111,-3.645743,4.14312,0,0,0,0,0,0,0,1,0.030393,-1.512211,-0.210934,70.639326,-15.382322,-14.385622,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.014254,-0.996772,0.020586,20.737109,-3.706044,3.92909,0,0,0,0,0,0,0,1,-0.192069,-2.115711,-0.059862,134.385947,-17.496748,-23.970386,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.022254,-1.012622,0.031738,20.609748,-3.859172,3.801682,0,0,0,0,0,0,0,1,-0.091468,-1.595208,-0.181949,135.089438,-27.476797,-24.37458,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.034222,-1.016588,0.039281,18.57589,-2.843495,2.96054,0,0,0,0,0,0,0,1,-0.084147,-1.64328,-0.271581,142.728806,-26.049197,-35.886984,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.046193,-1.024581,0.058166,13.93215,-2.228138,1.544389,0,0,0,0,0,0,0,1,-0.101081,-1.438808,-0.374673,151.267239,-20.300609,-49.514487,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.038228,-1.028501,0.050496,10.676192,-2.042366,0.399158,0,0,0,0,0,0,0,1,-0.371183,-1.026124,-0.532062,118.83869,-15.380512,-56.613523,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.046183,-1.016604,0.046888,8.838607,-2.626972,0.020935,0,0,0,0,0,0,0,1,-0.545799,-0.810131,-0.626154,50.310067,-20.41911,-57.813452,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.03024,-1.020575,0.043018,5.926246,-2.566612,-0.589577,0,0,0,0,0,0,0,1,-0.782508,-0.95726,-0.681785,18.026264,-27.085597,-49.650996,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.038207,-1.016628,0.046886,4.55115,-3.087666,-1.209372,0,0,0,0,0,0,0,1,-0.932315,-0.925947,-0.669088,6.631395,-39.598095,-45.062492,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.04616,-1.004757,0.047079,2.909737,-2.933956,-1.673245,0,0,0,0,0,0,0,1,-0.967908,-0.787656,-0.646394,-14.161783,-45.72043,-42.026302,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.034211,-1.012691,0.046948,2.893061,-2.477093,-0.95633,0,0,0,0,0,0,0,1,-0.995139,-0.727973,-0.580153,-37.249891,-45.288857,-38.409982,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.042183,-1.008665,0.039411,1.998201,-2.541682,-0.651417,0,0,0,0,0,0,0,1,-0.998387,-0.715365,-0.482463,-51.058557,-40.131937,-34.15447,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.062122,-1.008631,0.043219,2.530573,-2.296594,-0.37138,0,0,0,0,0,0,0,1,-1.021289,-0.647343,-0.361575,-56.892914,-31.737256,-32.625119,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.054144,-1.008681,0.047018,-0.48481,-2.292542,-1.919664,0,0,0,0,0,0,0,1,-1.060052,-0.634852,-0.267509,-63.191703,-23.029149,-33.260758,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.034204,-1.008742,0.047012,-2.720095,-2.136195,-3.013121,0,0,0,0,0,0,0,1,-1.090896,-0.68166,-0.184785,-65.740118,-14.95895,-27.658828,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.05014,-0.996741,0.032002,-5.114124,-2.349787,-3.94263,0,0,0,0,0,0,0,1,-1.180932,-0.732622,-0.109376,-62.803713,-9.668069,-7.105779,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.034187,-1.000871,0.050941,-6.373702,-2.741955,-5.583133,0,0,0,0,0,0,0,1,-1.125517,-0.767868,-0.090001,-55.955424,-6.86818,25.089302,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.034175,-0.99292,0.043465,-7.469369,-2.705126,-6.962123,0,0,0,0,0,0,0,1,-1.109407,-0.807034,-0.054638,-48.307937,-6.243695,57.397157,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.034181,-0.992841,0.03206,-5.974943,-2.21238,-6.736957,0,0,0,0,0,0,0,1,-1.05805,-0.798889,-0.039471,-44.903456,-6.718563,81.187488,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.038171,-0.992802,0.02826,-7.443256,-2.516309,-7.737772,0,0,0,0,0,0,0,1,-0.991026,-0.810601,-0.043831,-46.96916,-7.186742,95.914246,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.026203,-0.992891,0.035859,-8.273346,-2.210425,-7.71686,0,0,0,0,0,0,0,1,-0.935594,-0.853744,-0.024396,-48.712454,-9.537961,105.368278,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.034183,-0.996869,0.043401,-8.428646,-2.365308,-7.542316,0,0,0,0,0,0,0,1,-0.911836,-0.88919,-0.020407,-48.257394,-14.27376,112.298203,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.022223,-0.996853,0.035794,-8.478654,-1.814111,-7.212905,0,0,0,0,0,0,0,1,-0.848744,-0.920685,-0.028495,-50.22669,-21.262817,116.704052,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.026233,-1.004633,0.020462,-10.011773,-2.302473,-8.222374,0,0,0,0,0,0,0,1,-0.777729,-0.956077,-0.032707,-54.841502,-28.330987,118.523057,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.01826,-1.004605,0.012856,-9.108919,-2.397464,-7.478776,0,0,0,0,0,0,0,1,-0.682972,-1.01902,-0.032989,-59.689238,-35.114052,117.252067,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.030202,-0.996776,0.028194,-7.76909,-2.091005,-6.959885,0,0,0,0,0,0,0,1,-0.560586,-1.081864,-0.029583,-62.97542,-41.220568,113.933925,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.026214,-0.996788,0.028193,-7.894129,-1.873419,-7.431213,0,0,0,0,0,0,0,1,-0.458004,-1.129025,-0.033959,-66.470832,-46.128467,109.161382,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.03021,-1.000725,0.02813,-8.95005,-1.624553,-8.256695,0,0,0,0,0,0,0,1,-0.335641,-1.223548,-0.042044,-68.9861,-50.462274,106.308529,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.009719,-0.977205,0.036102,-8.829261,-1.467674,-8.793109,0,0,0,0,0,0,0,1,-0.244631,-1.29816,-0.018744,-68.591379,-53.884088,114.082825,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.006278,-1.00085,0.035725,-10.169283,-1.805025,-9.283341,0,0,0,0,0,0,0,1,-0.165499,-1.37681,-0.00314,-63.715234,-54.989854,132.868313,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.01825,-1.004763,0.035666,-11.19853,-1.708699,-10.297647,0,0,0,0,0,0,0,1,-0.066839,-1.420001,-0.003604,-52.848597,-53.875346,152.666091,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.014269,-1.008724,0.035601,-12.034189,-1.430639,-10.791202,0,0,0,0,0,0,0,1,0.031596,-1.380339,-0.012518,-43.999709,-48.110429,164.367382,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.014295,-1.016464,0.012664,-12.722157,-1.303385,-11.746,0,0,0,0,0,0,0,1,0.130157,-1.360326,-0.009553,-37.96954,-39.035559,166.285579,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.022252,-1.008594,0.020397,-12.225155,-0.714774,-12.444833,0,0,0,0,0,0,0,1,0.204908,-1.364277,-0.033586,-30.568253,-28.903922,161.932039,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.022288,-1.024311,0.008738,-11.826959,-0.370898,-13.366349,0,0,0,0,0,0,0,1,0.267876,-1.348423,-0.045944,-23.125237,-19.808548,156.001557,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.022288,-1.028366,0.02388,-13.487734,0.768264,-14.204004,0,0,0,0,0,0,0,1,0.30321,-1.344542,-0.06581,-16.024885,-12.092079,150.736759,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.022276,-1.016361,0.001262,-14.437746,2.156903,-15.487075,0,0,0,0,0,0,0,1,0.397297,-1.289498,-0.125642,-11.373443,-3.69813,145.711718,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.022256,-1.008542,0.012794,-14.47306,3.275476,-17.665226,0,0,0,0,0,0,0,1,0.538572,-1.21469,-0.197735,-13.294177,6.615162,137.739572,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.022274,-1.012333,-0.010079,-12.588201,4.643586,-19.965225,0,0,0,0,0,0,0,1,0.691807,-1.147626,-0.254224,-21.475686,19.125811,125.774574,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.01034,-1.028165,-0.010337,-8.695837,6.109477,-22.697021,0,0,0,0,0,0,0,1,0.865211,-1.091895,-0.252132,-32.674816,32.387198,110.350056,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.010349,-1.032088,-0.014203,-6.605352,6.26171,-27.292134,0,0,0,0,0,0,0,1,1.003648,-1.079219,-0.190775,-43.108322,43.139505,94.022986,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.006363,-1.028019,-0.033148,-4.466914,6.931327,-30.986691,0,0,0,0,0,0,0,1,1.119309,-1.089393,-0.01566,-50.215801,47.360158,79.273525,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.014475,-1.103131,-0.019149,2.840721,7.841391,-37.723965,0,0,0,0,0,0,0,1,1.267283,-1.138233,0.25334,-50.447059,42.104876,65.630339,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.022532,-1.158762,0.033183,8.280621,6.837624,-48.88921,0,0,0,0,0,0,0,1,1.415099,-1.222855,0.491331,-39.082089,27.382292,47.112147,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.011131,-1.455,0.032205,17.089368,-1.188445,-61.752901,0,0,0,0,0,0,0,1,1.581465,-1.273068,0.580315,-18.989214,9.24294,18.906349,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.050837,-1.368132,0.052627,20.174419,-16.738451,-66.224842,0,0,0,0,0,0,0,1,1.723058,-1.241444,0.539832,2.656471,-6.276042,-16.476972,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.026839,-1.33269,0.056994,-8.75512,-9.938763,-81.110809,0,0,0,0,0,0,0,1,1.773723,-1.190516,0.472559,16.521648,-18.810807,-51.796391,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.02685,-1.332532,0.034184,-13.707887,-13.110914,-92.099129,0,0,0,0,0,0,0,1,1.749556,-1.123854,0.421411,24.077147,-30.947214,-83.15372,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.014895,-1.340546,0.045458,-13.987827,-14.310755,-102.781274,0,0,0,0,0,0,0,1,-0.133073,-2.483443,0.356969,20.87954,-37.862181,-113.351127,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.034876,-1.356123,0.0224,-22.772107,-13.881298,-115.919306,0,0,0,0,0,0,0,1,-0.722706,-1.838523,-0.292331,34.112344,-8.902195,-204.710268,0,0,0,0,0,0,0,1,0,0,0,0,0,0
